"stndr_name","Alpha.3.code","date","Latitude..average.","Longitude..average."
"Harry Lall","GUY","31/12/1966",5,-59
"Harry Lall","CHN","21/04/1966",35,105
"Cyryl Burke","GUY","12/07/1966",5,-59
"Cyryl Burke","CHN","21/04/1966",35,105
"Cheddi Jagan","GUY","16/07/1966",5,-59
"Jayme de Azevedo Rodrigues","DZA","25/06/1966",28,3
"Mauro [und]","URY","20/12/1966",-33,-56
"Marcos Leo Ramos","URY","31/12/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","28/02/1966",-33,-56
"Leonel Brizola","URY","20/09/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","11/01/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","15/09/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","12/01/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","25/06/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","25/08/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","14/12/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","17/06/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","03/11/1966",-33,-56
"Edgar Alves Maia","URY","06/01/1966",-33,-56
"Alberto dos Reis Benevides","URY","07/02/1966",-33,-56
"Cândido da Costa Aragão","URY","15/04/1966",-33,-56
"Gilberto [und]","CUB","06/07/1966",21.5,-80
"Jaime Barros","CHL","31/09/1966",-30,-71
"Jaime Araujo","URY","24/06/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","24/06/1966",-33,-56
"Dagoberto Rodrigues","PRY","24/06/1966",-23,-58
"Desconhecido [ver observações especiais]","MEX","12/11/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","06/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","11/01/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","29/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","17/04/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","29/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","13/09/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","18/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","16/07/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","14/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","04/07/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","19/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","07/07/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","30/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","31/11/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","13/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","25/08/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","27/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","01/06/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","14/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","04/12/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","09/06/1966",21.5,-80
"Desconhecido [ver observações especiais]","MEX","14/09/1966",23,-102
"Desconhecido [ver observações especiais]","CUB","16/06/1966",21.5,-80
"Armando Hart Davalos","CUB","07/06/1966",21.5,-80
"Fidel Castro","CUB","07/06/1966",21.5,-80
"Ariel Collazo","URY","07/04/1965",-33,-56
"Ariel Collazo","CUB","27/11/1965",21.5,-80
"Fidel Castro","CUB","24/11/1965",21.5,-80
"Leonel Brizola","URY","25/06/1966",-33,-56
"Paulo Alberto Moretzsohn Monteiro de Barros","CHL","20/01/1966",-30,-71
"IB Teixeira Abreu","CHL","04/05/1966",-30,-71
"Paulo Reglus Neves Freire","CHL","24/10/1966",-30,-71
"Álvaro Vieira Pinto Borges","CHL","13/03/1966",-30,-71
"Almino Monteiro Álvares Affonso","CHL","06/09/1966",-30,-71
"Roberto Morena","CHL","17/05/1966",-30,-71
"Luis Corvalan","CHL","05/09/1966",-30,-71
"Licio da Silva Hauer","CHL","31/08/1966",-30,-71
"[Pnd] Martins","CHL","29/06/1966",-30,-71
"Eduardo Frei Montavo","CHL","10/05/1966",-30,-71
"Leonel Brizola","URY","14/04/1966",-33,-56
"Desconhecido [ver observações especiais]","BOL","19/11/1966",-17,-65
"Desconhecido [ver observações especiais]","BOL","19/11/1966",-17,-65
"José Maria Rabelo","BOL","31/10/1966",-17,-65
"José Maria Rabelo","BOL","31/10/1966",-17,-65
"Lenine [und]","BRA","24/10/1966",-10,-55
"Magarino Torres","BRA","29/01/1966",-10,-55
"Hugo Chorz (ou Chol)","URY","11/11/1966",-33,-56
"Ernesto ""Che"" Guevara","ARG","04/01/1966",-34,-64
"Eno Cristiano Becker","URY","07/07/1966",-33,-56
"Cândido da Costa Aragão","URY","05/07/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","05/07/1966",-33,-56
"Martinez Moreno","URY","05/07/1966",-33,-56
"Ariel Collazo","URY","05/07/1966",-33,-56
"Cesar Augusto Chiaffitelli","URY","05/07/1966",-33,-56
"Dagoberto Rodrigues","PRY","25/10/1966",-23,-58
"Dagoberto Rodrigues","URY","02/07/1966",-33,-56
"Horacio Bazzano","URY","30/06/1966",-33,-56
"Luis Cuneo","URY","30/06/1966",-33,-56
"Justo Sasias Varela","URY","30/06/1966",-33,-56
"[Pnd] Penasco","URY","30/06/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","30/06/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","30/06/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","30/06/1966",-33,-56
"Hugo Chorz (ou Chol)","ITA","04/05/1966",42.8333,12.8333
"Hugo Chorz (ou Chol)","URY","02/07/1966",-33,-56
"Cândido da Costa Aragão","URY","02/07/1966",-33,-56
"Emmanuel Nicoll","URY","02/07/1966",-33,-56
"Nery Machado de Medeiros","URY","30/06/1966",-33,-56
"Jaime Araujo","URY","17/07/1966",-33,-56
"Ariel Collazo","URY","01/02/1966",-33,-56
"Fidel Castro","CUB","02/01/1966",21.5,-80
"Leonel Brizola","URY","08/07/1966",-33,-56
"Cândido da Costa Aragão","URY","08/07/1966",-33,-56
"Leonel Brizola","URY","27/09/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","10/07/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","10/07/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","10/07/1966",-33,-56
"Álvaro Moreira de Oliveira Filho","URY","09/07/1966",-33,-56
"Cândido da Costa Aragão","URY","09/07/1966",-33,-56
"Cesar Augusto Chiaffitelli","URY","09/07/1966",-33,-56
"João Cândido Maia Neto","URY","09/07/1966",-33,-56
"Henrique Cordeiro Oest","URY","09/07/1966",-33,-56
"Paulo de Mello Bastos","URY","09/07/1966",-33,-56
"Luiz Braga Duarte","URY","09/07/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","09/07/1966",-33,-56
"Emmanuel Nicoll","URY","09/07/1966",-33,-56
"Alberto dos Reis Benevides","URY","09/07/1966",-33,-56
"Arnaldo Magno de Araújo","URY","09/07/1966",-33,-56
"Edgar Alves Maia","URY","09/07/1966",-33,-56
"José Carlos dos Santos","URY","09/07/1966",-33,-56
"Hugo Chorz (ou Chol)","URY","09/07/1966",-33,-56
"Tarso de Oliveira","URY","09/07/1966",-33,-56
"Jacy Pereira Lima","URY","09/07/1966",-33,-56
"José Wilson da Silva","URY","09/07/1966",-33,-56
"Nilo Silveira","URY","09/07/1966",-33,-56
"Decio Freitas","URY","09/07/1966",-33,-56
"Rubens Cardoso","URY","09/07/1966",-33,-56
"Luís Carlos Prestes","YUG","07/07/1966",NA,NA
"Desconhecido [ver observações especiais]","YUG","07/07/1966",NA,NA
"Desconhecido [ver observações especiais]","YUG","07/07/1966",NA,NA
"Desconhecido [ver observações especiais]","YUG","07/07/1966",NA,NA
"Ramon Pedrosa","URY","06/07/1966",-33,-56
"Raul Reilai","URY","06/07/1966",-33,-56
"Horacio Bazzano","URY","06/07/1966",-33,-56
"Hugo Chorz (ou Chol)","URY","06/07/1966",-33,-56
"[Pnd] Sassia","URY","10/11/1966",-33,-56
"[Pnd] Bomfante","CUB","30/07/1966",21.5,-80
"Cândido da Costa Aragão","URY","13/07/1966",-33,-56
"Taumaturgo da Silva Gaio","URY","07/07/1966",-33,-56
"Zenildo Rebouças Barreto","URY","18/09/1966",-33,-56
"Zenildo Rebouças Barreto","CZS","01/05/1966",NA,NA
"Aldo Arantes","CUB","30/01/1966",21.5,-80
"Paulo Nicoll","URY","16/07/1966",-33,-56
"Emmanuel Nicoll","URY","19/06/1966",-33,-56
"Edesio da Cruz Nunes","BRA","09/07/1966",-10,-55
"Desconhecido [ver observações especiais]","URY","12/05/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","30/02/1966",-10,-55
"Lino Teixeira","BRA","11/06/1966",-10,-55
"Max José da Costa Santos","FRA","16/12/1966",46,2
"Raul Riff","FRA","01/07/1966",46,2
"Pedrilvio Guimarães Ferreira","FRA","31/03/1966",46,2
"Cláudio E. Rizoleta Cavalcanti","FRA","27/08/1966",46,2
"João Doria","FRA","14/12/1966",46,2
"Celso Furtado","FRA","23/08/1966",46,2
"Desconhecido [ver observações especiais]","FRA","12/01/1966",46,2
"Marcos Correia Lins","FRA","09/12/1966",46,2
"Miguel Arraes","DZA","16/05/1966",28,3
"Leonel Brizola","URY","17/02/1966",-33,-56
"Maria Dilene Tavares Pedrosa","BRA","04/02/1964",-10,-55
"Maria Dilene Tavares Pedrosa","ROU","01/06/1966",46,25
"Malvina Litman","SUN","08/06/1966",NA,NA
"José Dilnei de Freitas","SUN","29/06/1966",NA,NA
"Hélio Pinto Garcia","SUN","17/06/1966",NA,NA
"Julio Cesar Engracia Gama de Oliveira","SUN","20/06/1966",NA,NA
"Esmeraldino Aragão dos Santos","SUN","22/06/1966",NA,NA
"Rafael Alves da Cunha","SUN","07/06/1966",NA,NA
"Claude E. Erbsen","BRA","30/09/1966",-10,-55
"Arthur Reis","BRA","21/05/1966",-10,-55
"Cheddi Jagan","GUY","30/11/1966",5,-59
"Francisco Julião","MEX","02/07/1966",23,-102
"Francisco Julião","MEX","10/04/1966",23,-102
"Caamaño Deno","DOM","22/12/1966",19,-70.6667
"Álvaro Moreira de Oliveira Filho","URY","16/07/1966",-33,-56
"Cândido da Costa Aragão","URY","16/07/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","16/07/1966",-33,-56
"Emmanuel Nicoll","URY","16/07/1966",-33,-56
"Paulo de Mello Bastos","URY","16/07/1966",-33,-56
"Dante Pelacani","URY","16/07/1966",-33,-56
"Hugo Chorz (ou Chol)","URY","16/07/1966",-33,-56
"Tarso de Oliveira","URY","16/07/1966",-33,-56
"Arnaldo Magno de Araújo","URY","16/07/1966",-33,-56
"Átila Cavalheiro Escobar","URY","24/07/1966",-33,-56
"Leonel Brizola","URY","24/07/1966",-33,-56
"Juan Antonio Trimboli Invercesi","CUB","26/07/1966",21.5,-80
"Leonel Brizola","URY","19/05/1966",-33,-56
"Fidel Castro","CUB","08/07/1966",21.5,-80
"Paulo Nicoll","BRA","24/07/1966",-10,-55
"Desconhecido [ver observações especiais]","URY","25/07/1966",-33,-56
"Firmo Chaves","BRA","17/07/1966",-10,-55
"Francisco Lages dos Santos","URY","21/07/1966",-33,-56
"Cândido da Costa Aragão","URY","22/07/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","16/07/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","12/07/1966",-33,-56
"Miguel Arraes","FRA","05/02/1966",46,2
"Edmundo Moniz","URY","02/03/1966",-33,-56
"Edmundo Moniz","BRA","09/03/1966",-10,-55
"João Goulart","URY","16/03/1966",-33,-56
"Leonel Brizola","URY","05/03/1966",-33,-56
"B. N. Ponomarev","SUN","11/04/1966",NA,NA
"Desconhecido [ver observações especiais]","SUN","14/06/1966",NA,NA
"Desconhecido [ver observações especiais]","SUN","16/03/1966",NA,NA
"Desconhecido [ver observações especiais]","SUN","07/03/1966",NA,NA
"Desconhecido [ver observações especiais]","SUN","12/10/1966",NA,NA
"Breno Capistrano Brandão","CUB","21/07/1966",21.5,-80
"João Goulart","URY","27/07/1966",-33,-56
"Cândido da Costa Aragão","URY","27/07/1966",-33,-56
"Alfredo Daudt","URY","27/07/1966",-33,-56
"Amaury de Oliveira e Silva","URY","27/07/1966",-33,-56
"Emmanuel Nicoll","URY","27/07/1966",-33,-56
"Leonel Brizola","URY","28/07/1966",-33,-56
"Paulo Romeu Schilling","URY","28/07/1966",-33,-56
"Átila Cavalheiro Escobar","URY","28/07/1966",-33,-56
"Lelio Souza","URY","28/07/1966",-33,-56
"Nede Ribeiro Neves","URY","28/07/1966",-33,-56
"[Pnd] Seron","URY","28/07/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","28/07/1966",-33,-56
"João Goulart","URY","05/06/1966",-33,-56
"Domingo Mintegui","URY","23/06/1966",-33,-56
"Manoel Soares","URY","29/06/1966",-33,-56
"Walter Guido Alzaibar Babot","URY","09/06/1966",-33,-56
"Ivo Magalhães Londres","URY","15/06/1966",-33,-56
"Moacyr de Souza","URY","15/06/1966",-33,-56
"[Pnd] Souza Cruz","URY","18/06/1966",-33,-56
"Vicente Goulart Lopes de Almeida","URY","10/06/1966",-33,-56
"Luis de Borgado","URY","18/06/1966",-33,-56
"João Alonso Mintegui","URY","03/06/1966",-33,-56
"Pedro da Silva (Barros?)","URY","13/06/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","29/07/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","20/07/1966",-33,-56
"Moisés Kupperman","URY","30/07/1966",-33,-56
"Moisés Kupperman","URY","30/07/1966",-33,-56
"Cândido da Costa Aragão","URY","30/07/1966",-33,-56
"Cândido da Costa Aragão","URY","28/07/1966",-33,-56
"[Pnd] Seron","URY","28/07/1966",-33,-56
"Nede Ribeiro Neves","URY","28/07/1966",-33,-56
"Cândido da Costa Aragão","URY","13/06/1966",-33,-56
"José Anselmo dos Santos","CUB","02/07/1966",21.5,-80
"[Pnd] Fontoura","URY","25/06/1966",-33,-56
"Álvaro Moreira de Oliveira Filho","URY","05/05/1966",-33,-56
"Dirson [und]","BRA","22/08/1966",-10,-55
"Paulo Nicoll","BRA","06/12/1966",-10,-55
"Emmanuel Nicoll","BRA","11/05/1966",-10,-55
"Carlos Marighella","BRA","06/03/1966",-10,-55
"Juscelino Kubitschek de Oliveira","PRT","07/08/1966",39.5,-8
"Arthur Cupertino Miranda","PRT","06/02/1966",39.5,-8
"[Pnd] Cunha Bueno","BRA","31/11/1966",-10,-55
"[Pnd] Cunha Bueno","PRT","21/07/1966",39.5,-8
"Luis Carlos Moreira Cabral","CZS","24/07/1966",NA,NA
"Maria Luisa Moreira Cabral","CZS","14/07/1966",NA,NA
"Getulio Fernandes Teixeira","CZS","12/07/1966",NA,NA
"Urbano de Andrade Lima Rocha","CZS","21/07/1966",NA,NA
"Genival Rabelo","SUN","08/07/1966",NA,NA
"Pedro Livreiro","URY","18/08/1966",-33,-56
"Cândido da Costa Aragão","URY","06/08/1966",-33,-56
"Emmanuel Nicoll","URY","06/08/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","06/08/1966",-33,-56
"Durval Moreira","URY","31/12/1966",-33,-56
"Jacinto [und]","URY","23/11/1966",-33,-56
"Leonel Brizola","URY","15/03/1966",-33,-56
"Cândido da Costa Aragão","URY","10/10/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","14/08/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","12/05/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","17/09/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","27/06/1966",-33,-56
"Manuel Lavignio","URY","16/05/1966",-33,-56
"Cesar Augusto Chiaffitelli","URY","06/08/1966",-33,-56
"Leonel Brizola","URY","06/08/1966",-33,-56
"José Pedro Cardoso","URY","06/08/1966",-33,-56
"Anatoli Efremov","BRA","02/09/1963",-10,-55
"Galbana Afremova","BRA","03/05/1963",-10,-55
"Jayme de Azevedo Rodrigues","FRA","24/01/1966",46,2
"Raimundo Correia de Oliveira","BRA","05/08/1966",-10,-55
"Fidel Castro","CUB","26/07/1966",21.5,-80
"Jacinto [und]","URY","25/06/1966",-33,-56
"Moisés Kupperman","URY","06/03/1966",-33,-56
"Leonel Brizola","URY","15/04/1966",-33,-56
"Rosicler de Cavaco Carvalho","URY","21/10/1966",-33,-56
"Rosicler de Cavaco Carvalho","BRA","12/08/1966",-10,-55
"Heloisa Bezerra","BRA","12/08/1966",-10,-55
"Paulo Roberto [und]","BRA","12/08/1966",-10,-55
"Djalma Maranhão","GDR","21/07/1966",NA,NA
"Emmanuel Nicoll","URY","11/02/1966",-33,-56
"Jacy Pereira Lima","URY","01/09/1966",-33,-56
"Osmildo Stafford da Silva","URY","06/01/1966",-33,-56
"Humberto Menezes Pinheiro","URY","03/10/1966",-33,-56
"Paulo de Mello Bastos","URY","29/03/1966",-33,-56
"Leonel Brizola","URY","09/08/1966",-33,-56
"José Guimarães Neiva Moreira","URY","09/08/1966",-33,-56
"Paulo Romeu Schilling","URY","09/08/1966",-33,-56
"Cândido da Costa Aragão","URY","09/08/1966",-33,-56
"Átila Cavalheiro Escobar","URY","09/08/1966",-33,-56
"Jacinto [und]","URY","09/08/1966",-33,-56
"Dante Pelacani","URY","04/05/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","26/12/1966",-10,-55
"Desconhecido [ver observações especiais]","URY","07/03/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","30/11/1966",-10,-55
"Osmildo Stafford da Silva","URY","02/03/1966",-33,-56
"Humberto Menezes Pinheiro","URY","25/06/1966",-33,-56
"Alfredo Guilherme Galliano","JPN","27/07/1966",36,138
"Liu Nirg-[ilegível]","CHN","15/03/1966",35,105
"Oscar Noronha Filho","BRA","17/03/1966",-10,-55
"Domar Campos","BRA","14/01/1966",-10,-55
"José de Campos Mello","BRA","26/09/1966",-10,-55
"José Viana de Oliveira Paula","BRA","03/12/1966",-10,-55
"Pery Cotta","BRA","05/04/1966",-10,-55
"Raymundo Jinkings","BRA","28/09/1966",-10,-55
"Bandeira Tribusi","BRA","19/11/1966",-10,-55
"F. Santoro","BRA","30/06/1966",-10,-55
"Mario Mainardi","BRA","27/02/1966",-10,-55
"Fávio Vieira Bruno","BRA","19/09/1966",-10,-55
"Machado E. Rezende","BRA","06/07/1966",-10,-55
"Rafael Forni","URY","13/05/1965",-33,-56
"Angel Cassani Dura","URY","12/10/1966",-33,-56
"Modesto Arón Marquez","URY","13/02/1966",-33,-56
"Mardigos Chakjian Gertoian","URY","15/11/1966",-33,-56
"Miguel Cubik Trigo","URY","25/01/1962",-33,-56
"Moisés Gabay Benjuia","URY","10/01/1961",-33,-56
"Dora Aída Coronado Zelada","BRA","20/02/1964",-10,-55
"Edna Lott","BRA","11/08/1966",-10,-55
"Emmanuel Nicoll","URY","03/09/1966",-33,-56
"Marcos Rubinger","CHL","19/03/1966",-30,-71
"Humberto Tavares","URY","16/02/1966",-33,-56
"Mohamed Zouaoui","DZA","25/12/1966",28,3
"Mohamed Zouaoui","URY","28/08/1966",-33,-56
"Fatih Agha Bouayed Kouane","BRA","25/08/1966",-10,-55
"Fatih Agha Bouayed Kouane","URY","27/11/1966",-33,-56
"Fatih Agha Bouayed Kouane","BRA","17/08/1966",-10,-55
"Juscelino Kubitschek de Oliveira","USA","20/08/1966",38,-97
"Adão Fagundes Aquino","BRA","22/08/1966",-10,-55
"Guido Gurgel","BRA","28/06/1966",-10,-55
"Manuel Livino Ribeiro Leal","BRA","28/06/1966",-10,-55
"Faustino Moacyr de Souza","URY","22/04/1964",-33,-56
"Faustino Moacyr de Souza","BRA","19/08/1966",-10,-55
"Conrado Hugues","URY","18/10/1964",-33,-56
"Leonel Brizola","URY","25/02/1964",-33,-56
"João Goulart","URY","23/09/1964",-33,-56
"Desconhecido [ver observações especiais]","CUB","05/03/1966",21.5,-80
"Desconhecido [ver observações especiais]","BRA","26/03/1966",-10,-55
"Roberto Morena","URY","18/07/1966",-33,-56
"Aluizio Palhano Pedreira Ferreira","SUN","27/05/1966",NA,NA
"Aluizio Palhano Pedreira Ferreira","URY","25/05/1966",-33,-56
"Aluizio Palhano Pedreira Ferreira","BRA","18/02/1966",-10,-55
"Desconhecido [ver observações especiais]","SUN","29/09/1966",NA,NA
"Desconhecido [ver observações especiais]","URY","03/06/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","18/01/1966",-10,-55
"Abraham Guillén","URY","20/07/1966",-33,-56
"Manoel Livino Ribeiro Leal","BRA","28/06/1966",-10,-55
"Guido Gurgel","BRA","28/06/1966",-10,-55
"Alfredo Guilherme Galliano","JPN","03/08/1966",36,138
"Paulo Alves Conserva","BRA","30/04/1966",-10,-55
"Paulo Alves Conserva","MEX","21/08/1966",23,-102
"Adelzito Bezerra Cordeiro","BRA","08/05/1966",-10,-55
"Adelzito Bezerra Cordeiro","MEX","21/08/1966",23,-102
"Edilton Swarovski","BRA","07/08/1966",-10,-55
"Edilton Swarovski","MEX","21/08/1966",23,-102
"Fidel Castro","CUB","24/10/1966",21.5,-80
"José Vicente Távora","BRA","15/07/1966",-10,-55
"Helder Pessoa Câmara","BRA","27/07/1966",-10,-55
"José Maria Pires","BRA","26/04/1966",-10,-55
"José Medeiros Delgado","BRA","02/04/1966",-10,-55
"José Lamartine Soares","BRA","09/12/1966",-10,-55
"Manoel Pereira da Costa","BRA","03/07/1966",-10,-55
"Antonio Medeiros Fragoso","BRA","16/10/1966",-10,-55
"Fernando Gomes dos Santos","BRA","14/08/1966",-10,-55
"João Rezende Costa","BRA","04/04/1966",-10,-55
"João Batista da Mota e Albuquerque","BRA","05/12/1966",-10,-55
"Valdir Calheiros de Novais","BRA","05/11/1966",-10,-55
"Clemente José Carlos Isnard","BRA","18/10/1966",-10,-55
"Jorge Marcos de Oliveira","BRA","09/05/1966",-10,-55
"Cândido Padim","BRA","22/11/1966",-10,-55
"Serafim Fernandes de Araújo","BRA","17/08/1966",-10,-55
"Romeu Alberti","BRA","09/08/1966",-10,-55
"Severino Mariano de Aguiar","BRA","07/02/1966",-10,-55
"Francisco Austragesilo Mesquita","BRA","04/02/1966",-10,-55
"Otavio Aguiar De Medeiros","BRA","31/07/1966",-10,-55
"Nivaldo Monte","BRA","05/07/1966",-10,-55
"Alberto Gaudencio Ramos","BRA","13/04/1966",-10,-55
"Carlos Carmelo Vasconcellos Motta","BRA","08/02/1966",-10,-55
"José Newton de Almeida Batista","BRA","26/02/1966",-10,-55
"José Alberto de Castro Pinto","BRA","23/11/1966",-10,-55
"José Costa Campos","BRA","23/11/1966",-10,-55
"José Falayette Ferreira","BRA","20/06/1966",-10,-55
"Pedro Paulo Koop","BRA","31/07/1966",-10,-55
"José de Almeida Batista","BRA","04/01/1966",-10,-55
"Alfredo Vicente Scherer","BRA","31/03/1966",-10,-55
"Edmundo Luiz Kunz","BRA","28/12/1966",-10,-55
"Augusto Álvaro da Silva","BRA","07/12/1966",-10,-55
"Agnelio Rossi","BRA","26/11/1966",-10,-55
"Avelar Brandão Vilela","BRA","24/01/1966",-10,-55
"Antonio de Almeida Morais Junior","BRA","04/05/1966",-10,-55
"José d'Angelo","BRA","28/08/1966",-10,-55
"Oscar de Oliveira","BRA","11/05/1966",-10,-55
"Geraldo de Proença Siguad","BRA","10/12/1966",-10,-55
"Alexandre Gonçalves do Amaral","BRA","30/01/1966",-10,-55
"Orlando Chaves","BRA","05/05/1966",-10,-55
"Frei Felicio César da Cunha Vasconcellos","BRA","27/10/1966",-10,-55
"Manoel da Silveira","BRA","31/10/1966",-10,-55
"Joaquim Domingues de Oliveira","BRA","16/07/1966",-10,-55
"Luiz Gonzaga Peluso","BRA","08/03/1966",-10,-55
"Manoel Pedro da Cunha Cintra","BRA","08/03/1966",-10,-55
"Antonio de Castro Mayer","BRA","18/07/1966",-10,-55
"José Gonçalves Costa","BRA","18/05/1966",-10,-55
"José Lázaro Neves","BRA","07/09/1966",-10,-55
"Vicente Marchetti Zioni","BRA","13/03/1966",-10,-55
"José Joaquim Gonçalves","BRA","15/09/1966",-10,-55
"Daniel Tavares de Baeta Neves","BRA","23/12/1966",-10,-55
"José Alves Trindade","BRA","13/01/1966",-10,-55
"Cristiano Portela de Araújo Penna","BRA","20/10/1966",-10,-55
"João de Souza Lima","BRA","02/08/1966",-10,-55
"João José da Motta e Albuquerque","BRA","18/11/1966",-10,-55
"José Verani","BRA","11/09/1966",-10,-55
"Paulo Rolim Loureiro","BRA","31/04/1966",-10,-55
"Antonio Maria Alves de Siqueira","BRA","11/12/1966",-10,-55
"José Adelino Dantas","BRA","13/08/1966",-10,-55
"Othon Motta","BRA","22/06/1966",-10,-55
"João Goulart","URY","14/01/1966",-33,-56
"Maria Teresa Fontella Goulart","URY","23/11/1966",-33,-56
"Élida Rodrigues Costa","URY","23/08/1966",-33,-56
"Ilia Stepanov","ARG","13/08/1966",-34,-64
"Eugeni Ouchakov","ARG","28/04/1966",-34,-64
"Desconhecido [ver observações especiais]","CUB","12/12/1966",21.5,-80
"Desconhecido [ver observações especiais]","URY","24/08/1966",-33,-56
"[Pnd] Fidelis","BRA","29/10/1966",-10,-55
"Moisés Gabay Benjuia","BRA","02/06/1966",-10,-55
"Moisés Gabay Benjuia","URY","16/08/1966",-33,-56
"Carlos Ignacio Camargo Xavier","BRA","02/06/1966",-10,-55
"Hugo B. de Macedo","BRA","02/06/1966",-10,-55
"Edison Simas Paz","BRA","02/06/1966",-10,-55
"José Maria Odriozola Bisera","BRA","02/06/1966",-10,-55
"Liso Menegás","BRA","02/06/1966",-10,-55
"Luis Mario Camargo Xavier","URY","11/03/1964",-33,-56
"José Matarazzo","URY","08/09/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","12/09/1966",-33,-56
"Leonel Brizola","URY","01/12/1966",-33,-56
"João Goulart","URY","21/08/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","26/06/1966",-10,-55
"Desconhecido [ver observações especiais]","URY","29/08/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","25/08/1966",-33,-56
"José Guimarães Neiva Moreira","CUB","07/03/1966",21.5,-80
"Raúl Castro","CUB","03/03/1966",21.5,-80
"Homero Romulo Cristiani Franznelli","URY","19/01/1966",-33,-56
"Homero Romulo Cristiani Franznelli","BRA","15/07/1966",-10,-55
"Homero Romulo Cristiani Franznelli","URY","29/02/1966",-33,-56
"[Pnd] Fidelis","BRA","07/07/1966",-10,-55
"Emmanuel Nicoll","BRA","23/08/1966",-10,-55
"Darcy Ribeiro da Silveira","URY","14/08/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","21/12/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","16/11/1966",-10,-55
"João Goulart","URY","13/09/1966",-33,-56
"Katia [und]","BRA","25/05/1966",-10,-55
"Katia [und]","URY","19/04/1966",-33,-56
"Fernando [und]","URY","25/06/1966",-33,-56
"Aurea Riedlinger de Magalhães","URY","15/12/1966",-33,-56
"Jorge Batlle Ibañez","URY","30/08/1966",-33,-56
"Francisco Julião","MEX","12/07/1966",23,-102
"Desconhecido [ver observações especiais]","MEX","01/12/1966",23,-102
"Faustino Moacyr de Souza","URY","30/08/1966",-33,-56
"Nicolas Storace Arrosa","URY","27/07/1966",-33,-56
"João Belline Burza","SUN","29/10/1965",NA,NA
"Jorge Batlle Ibañez","URY","09/12/1966",-33,-56
"Oscar Gestido","URY","20/08/1966",-33,-56
"René Barrientos","BOL","12/09/1966",-17,-65
"René Barrientos","BOL","12/09/1966",-17,-65
"Victor Paz Estensoro","PER","08/07/1966",-10,-76
