"stndr_name","Alpha.3.code","date","Latitude..average.","Longitude..average."
"Joaquim Romero Magalhães","PRT","01/11/1976",39.5,-8
"Maria Teresa Portugal","PRT","01/11/1976",39.5,-8
"Almerindo Marques","PRT","01/11/1976",39.5,-8
"Bernardino Carmo Gomes","PRT","01/11/1976",39.5,-8
"Rui Mateus","PRT","01/11/1976",39.5,-8
"Rudolfo Crespo","PRT","01/11/1976",39.5,-8
"Medina Carreira","PRT","01/11/1976",39.5,-8
"Walter Rosa","PRT","01/11/1976",39.5,-8
"Teresa Ambrósio","PRT","01/11/1976",39.5,-8
"Joaquim Sousa","PRT","01/11/1976",39.5,-8
"Herlander Estrela","PRT","01/11/1976",39.5,-8
"Florival Nobre","PRT","01/11/1976",39.5,-8
"José Domingues","PRT","01/11/1976",39.5,-8
"Mário Nunes da Silva","PRT","01/11/1976",39.5,-8
"Costa Moreira","PRT","01/11/1976",39.5,-8
"Manuel Mendes","PRT","01/11/1976",39.5,-8
"Eurico Figueiredo","PRT","01/11/1976",39.5,-8
"Ladislau Botas","PRT","01/11/1976",39.5,-8
"Mário Antão","PRT","01/11/1976",39.5,-8
"Manuel Dias PS","PRT","01/11/1976",39.5,-8
"Vitor Cunha Rego","PRT","01/11/1976",39.5,-8
"Alfredo Barroso","PRT","01/11/1976",39.5,-8
"Armando Lopes","PRT","01/11/1976",39.5,-8
"Manuel Almeida","PRT","01/11/1976",39.5,-8
"Mario Parra","PRT","01/11/1976",39.5,-8
"João Queiroz","PRT","01/11/1976",39.5,-8
"Fernando Queiroz","PRT","01/11/1976",39.5,-8
"João Soares Louro","PRT","01/11/1976",39.5,-8
"Manuel Lucas Estêvão","PRT","01/11/1976",39.5,-8
"Manuel Cardoso Leal","PRT","01/11/1976",39.5,-8
"Pedro Lagido","PRT","01/11/1976",39.5,-8
"Mesquita Machado","PRT","01/11/1976",39.5,-8
"Ferreira Salgado","PRT","01/11/1976",39.5,-8
"Armando Soares","PRT","01/11/1976",39.5,-8
"José Manuel Duarte","PRT","01/11/1976",39.5,-8
"Antonio Fontes Neves","PRT","01/11/1976",39.5,-8
"Manuel João Vieira","PRT","01/11/1976",39.5,-8
"Maria Emilia Melo","PRT","01/11/1976",39.5,-8
"Ivone Carmona","PRT","01/11/1976",39.5,-8
"Francisco Lino Neto","PRT","01/11/1976",39.5,-8
"Eurico Mendes","PRT","01/11/1976",39.5,-8
"Vitor Brás","PRT","01/11/1976",39.5,-8
"Luís Cacito","PRT","01/11/1976",39.5,-8
"Fernando Barroso","PRT","01/11/1976",39.5,-8
"João Conceição","PRT","01/11/1976",39.5,-8
"Duarte Caldeira","PRT","01/11/1976",39.5,-8
"Francisco Macedo","PRT","01/11/1976",39.5,-8
"João Luis Medeiros","PRT","01/11/1976",39.5,-8
"José Antonio Martins Goulart","PRT","01/11/1976",39.5,-8
"José Luis Mendes","PRT","01/11/1976",39.5,-8
"José Luis Gaspar","PRT","01/11/1976",39.5,-8
"Carmelinda Pereira","PRT","01/11/1976",39.5,-8
"Casimiro Paulo dos Santos","PRT","01/11/1976",39.5,-8
"Fernando Pinhão","PRT","01/11/1976",39.5,-8
"Oliveira Rodrigues","PRT","01/11/1976",39.5,-8
"Henrique Lourenço","PRT","01/11/1976",39.5,-8
"Santana Costa","PRT","01/11/1976",39.5,-8
"Henrique Fernandes","PRT","01/11/1976",39.5,-8
"Vitor Costa","PRT","01/11/1976",39.5,-8
"Alvaro Órfão","PRT","01/11/1976",39.5,-8
"Maria da Paz Campos Lima","PRT","01/11/1976",39.5,-8
"Francisco Fortunato","PRT","01/11/1976",39.5,-8
"Manuel Monteiro","PRT","01/11/1976",39.5,-8
"Joaquim Gonçalves Rocha","PRT","01/11/1976",39.5,-8
"Fausto Canais","PRT","01/11/1976",39.5,-8
"Costa Marques","PRT","01/11/1976",39.5,-8
"Rui Novo","PRT","01/11/1976",39.5,-8
"Antonio Castro Fernandes","PRT","01/11/1976",39.5,-8
"Antonio Mota","PRT","01/11/1976",39.5,-8
"Antonio Rasteiro Araujo","PRT","01/11/1976",39.5,-8
"Apóstolo Godinho","PRT","01/11/1976",39.5,-8
"João Maria Sobreiro","PRT","01/11/1976",39.5,-8
"Alvaro Carmo Gadanho","PRT","01/11/1976",39.5,-8
"Maria Rosa Cassola","PRT","01/11/1976",39.5,-8
"Carlos Manuel Serrão","PRT","01/11/1976",39.5,-8
"Joaquim Galante Mota Prego","PRT","01/11/1976",39.5,-8
"Artur Cortez","PRT","01/11/1976",39.5,-8
"Carlos Alberto Bravo Pereira","PRT","01/11/1976",39.5,-8
"Reinaldo Cabanita","PRT","01/11/1976",39.5,-8
"Lucas do O.","PRT","01/11/1976",39.5,-8
"Abílio Antonio Ferreira","PRT","01/11/1976",39.5,-8
"Eduartina Lopes","PRT","01/11/1976",39.5,-8
"José Joaquim de Jesus","PRT","01/11/1976",39.5,-8
"Adelino Armando Santos","PRT","01/11/1976",39.5,-8
"José Gomes da Costa","PRT","01/11/1976",39.5,-8
"José Carlos Mendes Soares","PRT","01/11/1976",39.5,-8
"Almeida Santos","PRT","01/11/1976",39.5,-8
"Rui Vilar","PRT","01/11/1976",39.5,-8
"Eduardo Pereira","PRT","01/11/1976",39.5,-8
"Sousa Gomes","PRT","01/11/1976",39.5,-8
"Manuel João de Palma Carlos","PRT","01/11/1976",39.5,-8
"Hermínio da Palma Inácio","PRT","01/11/1976",39.5,-8
"Willy Brandt","PRT","01/11/1976",39.5,-8
"Olaf Palme","PRT","01/11/1976",39.5,-8
"Bruno Kreisky","PRT","01/11/1976",39.5,-8
"François Miterrand","PRT","01/11/1976",39.5,-8
"Maria Nazareth Cunha da Rocha","PRT","30/10/1976",39.5,-8
"Maria Nazareth Cunha da Rocha","FRA","30/10/1976",46,2
"Maria Nazareth Cunha da Rocha","PRT","08/11/1976",39.5,-8
"Almir Dutton Ferreira","PRT","17/11/1976",39.5,-8
"José Maria Crispim","ITA","10/11/1976",42.8333,12.8333
"José Maria Crispim","PRT","10/11/1976",39.5,-8
"Carlos Figueiredo de Sá","PRT","03/11/1976",39.5,-8
"Altair Lucchesi Campos","PRT","03/11/1976",39.5,-8
"Cândido da Costa Aragão","PRT","03/11/1976",39.5,-8
"Alberto do Carmo","PRT","03/11/1976",39.5,-8
"Carlos Camacho","PRT","03/11/1976",39.5,-8
"Gilson de Souza Leão","PRT","03/11/1976",39.5,-8
"Augusto Boal","PRT","08/11/1976",39.5,-8
"David Mourão Ferreira","PRT","08/11/1976",39.5,-8
"Joaquim Benite","PRT","28/11/1976",39.5,-8
"João Cesar Monteiro","PRT","10/11/1976",39.5,-8
"Alberto Arons de Carvalho","PRT","12/11/1976",39.5,-8
"Luis Moita","PRT","20/11/1976",39.5,-8
"Eduardo Pires","PRT","20/11/1976",39.5,-8
"Afonso de Barros","PRT","20/11/1976",39.5,-8
"Carlos Alberto de Morais","PRT","20/11/1976",39.5,-8
"José Luis Ganhão","PRT","20/11/1976",39.5,-8
"José Manuel Esperto","PRT","20/11/1976",39.5,-8
"Joaquim Ortiz","PRT","20/11/1976",39.5,-8
"Franco","PRT","20/11/1976",39.5,-8
"Florindo Braga","PRT","20/11/1976",39.5,-8
"Manuel Pires","PRT","20/11/1976",39.5,-8
"Mário Brochado Coelho","PRT","20/11/1976",39.5,-8
"Maria da Conceição Moita","PRT","20/11/1976",39.5,-8
"Catalina Pestana","PRT","20/11/1976",39.5,-8
"Jorge de Almeida Fernandes","PRT","20/11/1976",39.5,-8
"João Tiago","PRT","20/11/1976",39.5,-8
"Jerónimo Franco","PRT","20/11/1976",39.5,-8
"Carlos Magro","PRT","20/11/1976",39.5,-8
"Salgado Matos","PRT","20/11/1976",39.5,-8
"Nuno Pereira da Silva","PRT","20/11/1976",39.5,-8
"Eduardo Cruz","PRT","20/11/1976",39.5,-8
"Homero da Silva Cardoso","PRT","20/11/1976",39.5,-8
"Salomão","PRT","20/11/1976",39.5,-8
"Gabriela Relvas Gonçalves","PRT","20/11/1976",39.5,-8
"Angelo Rodrigues","PRT","20/11/1976",39.5,-8
"José Matias","PRT","20/11/1976",39.5,-8
"Francisco Cordovil","PRT","20/11/1976",39.5,-8
"Salvador Oliveira","PRT","20/11/1976",39.5,-8
"João Bonifácio Serra","PRT","20/11/1976",39.5,-8
"Manuel Luis Brito","PRT","20/11/1976",39.5,-8
"Camilo Alminha","PRT","20/11/1976",39.5,-8
"Antonio Maurício","PRT","20/11/1976",39.5,-8
"José Martins","PRT","20/11/1976",39.5,-8
"Vitor Paixão","PRT","20/11/1976",39.5,-8
"Manuel Branco","PRT","20/11/1976",39.5,-8
"Fernando de Sousa","PRT","20/11/1976",39.5,-8
"Vitor Carinhas","PRT","20/11/1976",39.5,-8
"Acácio Gomes","PRT","20/11/1976",39.5,-8
"Álvaro Rocha","PRT","20/11/1976",39.5,-8
"José Santos Silva","PRT","20/11/1976",39.5,-8
"José Alvadia","PRT","20/11/1976",39.5,-8
"Joaquim Banha","PRT","20/11/1976",39.5,-8
"Manuel da Silva Pegado","PRT","20/11/1976",39.5,-8
"Fernando Joaquim da Costa Nunes","PRT","20/11/1976",39.5,-8
"Veríssimo Guerreiro","PRT","20/11/1976",39.5,-8
"João Maria Antos","PRT","20/11/1976",39.5,-8
"José Castro","PRT","20/11/1976",39.5,-8
"Julieta Assunão","PRT","20/11/1976",39.5,-8
"Constantino Ferreira","PRT","20/11/1976",39.5,-8
"Manuel Russo","PRT","20/11/1976",39.5,-8
"Fernando Costa","PRT","20/11/1976",39.5,-8
"Adelino Pereira da Silva","PRT","11/11/1976",39.5,-8
"Albano Nunes","PRT","11/11/1976",39.5,-8
"Alda Nogueira","PRT","11/11/1976",39.5,-8
"Álvaro Cunhal","PRT","11/11/1976",39.5,-8
"Américo Leal","PRT","11/11/1976",39.5,-8
"Ângelo Veloso","PRT","11/11/1976",39.5,-8
"Antonio Dias Lourenço","PRT","11/11/1976",39.5,-8
"Antonio Joaquim de Azevedo Ferreira Lopes","PRT","11/11/1976",39.5,-8
"Antonio Gervásio","PRT","11/11/1976",39.5,-8
"Antonio Santo","PRT","11/11/1976",39.5,-8
"Armando da Conceição Morais de Oliveira","PRT","11/11/1976",39.5,-8
"Armando Monteiro Nogueira","PRT","11/11/1976",39.5,-8
"Aurélio Santos","PRT","11/11/1976",39.5,-8
"Carlos Aboin Inglês","PRT","11/11/1976",39.5,-8
"Carlos Augusto Pinhão","PRT","11/11/1976",39.5,-8
"Carlos Brito","PRT","11/11/1976",39.5,-8
"Carlos Costa","PRT","11/11/1976",39.5,-8
"Carlos Luis Figueira","PRT","11/11/1976",39.5,-8
"Dinis Miranda","PRT","11/11/1976",39.5,-8
"Domingos Abrantes","PRT","11/11/1976",39.5,-8
"Ernesto dos Santos Afonso","PRT","11/11/1976",39.5,-8
"Fernando Blanqui Teixeira","PRT","11/11/1976",39.5,-8
"Fernando das Neves Teixeira","PRT","11/11/1976",39.5,-8
"Francisco Maria Lancinha","PRT","11/11/1976",39.5,-8
"Francisco Miguel","PRT","11/11/1976",39.5,-8
"Georgette Ferreira","PRT","11/11/1976",39.5,-8
"Hipólito Fialho dos Santos","PRT","11/11/1976",39.5,-8
"Horácio Cecílio Rufino","PRT","11/11/1976",39.5,-8
"Ilídio Esteves","PRT","11/11/1976",39.5,-8
"Jaime Serra","PRT","11/11/1976",39.5,-8
"Jaime de Sousa Félix","PRT","11/11/1976",39.5,-8
"Joaquim Gomes","PRT","11/11/1976",39.5,-8
"Joaquim Pires Jorge","PRT","11/11/1976",39.5,-8
"Jorge Araújo","PRT","11/11/1976",39.5,-8
"José Bernardino","PRT","11/11/1976",39.5,-8
"José Carlos Almeida","PRT","11/11/1976",39.5,-8
"José Magro","PRT","11/11/1976",39.5,-8
"José Nogueira da Silva Casanova","PRT","11/11/1976",39.5,-8
"José Pedro Soares","PRT","11/11/1976",39.5,-8
"José Vitoriano","PRT","11/11/1976",39.5,-8
"Manuel Martins Pedro","PRT","11/11/1976",39.5,-8
"Manuel Sobral Antunes Pereira","PRT","11/11/1976",39.5,-8
"Margarida Tengarrinha","PRT","11/11/1976",39.5,-8
"Marília Pereira Morais Cabral","PRT","11/11/1976",39.5,-8
"Maria da Piedade Morgadinho","PRT","11/11/1976",39.5,-8
"Octavio Pato","PRT","11/11/1976",39.5,-8
"Óscar Luso de Freitas Lopes","PRT","11/11/1976",39.5,-8
"Raimundo Cabral","PRT","11/11/1976",39.5,-8
"Raimundo Narciso","PRT","11/11/1976",39.5,-8
"Rogério de Carvalho","PRT","11/11/1976",39.5,-8
"Sérgio Vilarigues","PRT","11/11/1976",39.5,-8
"Severiano Falcão","PRT","11/11/1976",39.5,-8
"Sofia Ferreira","PRT","11/11/1976",39.5,-8
"Vítor Manuel Benito da Silva","PRT","11/11/1976",39.5,-8
"Abílio Lopes Martins","PRT","11/11/1976",39.5,-8
"Álvaro Augusto Veiga de Oliveira","PRT","11/11/1976",39.5,-8
"Antonio Brito","PRT","11/11/1976",39.5,-8
"Antonio José Casmarrinha","PRT","11/11/1976",39.5,-8
"Antonio Simões Abreu","PRT","11/11/1976",39.5,-8
"Artur José Vidal Pinto","PRT","11/11/1976",39.5,-8
"Augusto de Sousa","PRT","11/11/1976",39.5,-8
"Avelino Antonio Pacheco Gonçalves","PRT","11/11/1976",39.5,-8
"Avelino Martins da Fonseca","PRT","11/11/1976",39.5,-8
"Carlos Carvalhas","PRT","11/11/1976",39.5,-8
"Carlos Eusébio Cristóvão Pereira","PRT","11/11/1976",39.5,-8
"Carlos Manuel Ferreira da Paz Ramildes","PRT","11/11/1976",39.5,-8
"Carlos Vítor Marques Durão","PRT","11/11/1976",39.5,-8
"Cesar Manuel Rousado","PRT","11/11/1976",39.5,-8
"Domingos de Oliveira Dias","PRT","11/11/1976",39.5,-8
"Edgar Maciel Almeida Correia","PRT","11/11/1976",39.5,-8
"Fernando Esteves Vicente","PRT","11/11/1976",39.5,-8
"Helder da Silva Madeira","PRT","11/11/1976",39.5,-8
"Henrique Pacheco das Neves","PRT","11/11/1976",39.5,-8
"Hermenegilda Rosa Camoclas Pacheco","PRT","11/11/1976",39.5,-8
"Jeronimo Lopes da Costa","PRT","11/11/1976",39.5,-8
"João Maria Andrade Fernandes da Fonseca","PRT","11/11/1976",39.5,-8
"Joaquim Fernando Gorjão Duarte","PRT","11/11/1976",39.5,-8
"Joaquim Augusto Pina de Moura","PRT","11/11/1976",39.5,-8
"Jorge Manuel de Matos","PRT","11/11/1976",39.5,-8
"José Jacinto da Silva Pereira","PRT","11/11/1976",39.5,-8
"José Luis Garcia da Silva","PRT","11/11/1976",39.5,-8
"José Machado Moreira Rita","PRT","11/11/1976",39.5,-8
"José Manuel Miranda","PRT","11/11/1976",39.5,-8
"José Teodósio Cachochas","PRT","11/11/1976",39.5,-8
"Manuel Vasco de Paiva","PRT","11/11/1976",39.5,-8
"Maria Helena Medina","PRT","11/11/1976",39.5,-8
"Maria Rosa Monteiro Rabiais","PRT","11/11/1976",39.5,-8
"Osvaldo Sarmento de Castro","PRT","11/11/1976",39.5,-8
"Rogério Francisco Arraiolos","PRT","11/11/1976",39.5,-8
"Zita Seabra","PRT","11/11/1976",39.5,-8
"Franco Charrais","ROU","05/12/1976",46,25
"Vítor Crespo","ROU","05/12/1976",46,25
"Ribeiro Cardoso","ROU","05/12/1976",46,25
"Salgado Zenha","ESP","03/04/1976",40,-4
"Salgado Zenha","PRT","06/12/1976",39.5,-8
"Maria Barroso","ESP","24/05/1976",40,-4
"Maria Barroso","PRT","06/12/1976",39.5,-8
"Eduardo Sousa Santos","ESP","20/09/1976",40,-4
"Eduardo Sousa Santos","PRT","06/12/1976",39.5,-8
"Rui Mateus","ESP","29/10/1976",40,-4
"Rui Mateus","PRT","06/12/1976",39.5,-8
"Irany Campos","AGO","06/11/1976",-12.5,18.5
"Juliana Rocha","PRT","21/11/1976",39.5,-8
"Maria Nazareth Cunha da Rocha","PRT","23/11/1976",39.5,-8
"Desconhecido [ver observações especiais]","PRT","23/11/1976",39.5,-8
"Vitor de Sá","HUN","26/11/1976",47,20
"José Luis de Matos","HUN","26/11/1976",47,20
"José Luis de Matos","GRC","28/11/1976",39,22
"Soares Martins","AGO","08/12/1976",-12.5,18.5
"Silas Cerqueira","AGO","08/12/1976",-12.5,18.5
"Rui Luis Gomes","PRT","05/12/1976",39.5,-8
"Mauro 'Maurinho' [und]","PRT","05/12/1976",39.5,-8
"Alberto do Carmo","PRT","05/12/1976",39.5,-8
"José Ely Veiga","PRT","05/12/1976",39.5,-8
"Carlos Figueiredo de Sá","PRT","27/11/1976",39.5,-8
"Antonio Caso","PRT","27/11/1976",39.5,-8
"José Antonio Alves","SUN","15/12/1976",NA,NA
"Manuel Godinho Tagarroso","SUN","15/12/1976",NA,NA
"João Castro","SUN","15/12/1976",NA,NA
"Augusto Silva","SUN","15/12/1976",NA,NA
"Fernando Gasparian","PRT","05/09/1976",39.5,-8
"Mario Soares","PRT","23/09/1976",39.5,-8
"Márcio Moreira Alves","PRT","05/09/1976",39.5,-8
"Carlos Figueiredo de Sá","PRT","17/09/1976",39.5,-8
"Moema Correia San Thiago","PRT","04/12/1976",39.5,-8
"Almir Dutton Ferreira","PRT","04/12/1976",39.5,-8
"Clarice Galvão de Figueiredo","PRT","04/12/1976",39.5,-8
"Nelson Chaves dos Santos","PRT","04/12/1976",39.5,-8
"Aniceto Rodriguez","PRT","01/11/1976",39.5,-8
"Cândido da Costa Aragão","PRT","20/12/1976",39.5,-8
"Fernando Piteira Santos","PRT","20/12/1976",39.5,-8
"Pedroso Marques","PRT","20/12/1976",39.5,-8
"Nuno Teotonio Pereira","PRT","20/12/1976",39.5,-8
"Carlos Figueiredo de Sá","PRT","20/12/1976",39.5,-8
"Glauber Rocha","PRT","20/12/1976",39.5,-8
"Mauro 'Maurinho' [und]","PRT","13/12/1976",39.5,-8
"José Jorge Letria","PRT","13/12/1976",39.5,-8
"José Cassiano Neves","PRT","16/10/1975",39.5,-8
"Cândido da Costa Aragão","PRT","07/12/1976",39.5,-8
"Desconhecido [ver observações especiais]","PRT","07/12/1976",39.5,-8
"José Maria Crispim","PRT","07/12/1976",39.5,-8
"Maria Lucília Miranda Santos","PRT","14/12/1976",39.5,-8
"A. Villaverde Cabral","PRT","14/12/1976",39.5,-8
"Luís Pessoa","PRT","14/12/1976",39.5,-8
"Antônio Reis","PRT","23/12/1976",39.5,-8
"Fernando Piteira Santos","PRT","06/12/1976",39.5,-8
"Bento Domingues","PRT","24/12/1976",39.5,-8
"Eduardo Cruz","PRT","20/12/1976",39.5,-8
"Oliveira [pnd]","CUB","04/11/1969",21.5,-80
"Oliveira [pnd]","PRT","15/12/1976",39.5,-8
"Ladislas Dowbor","PRT","16/12/1976",39.5,-8
"Desconhecido [ver observações especiais]","PRT","16/12/1976",39.5,-8
"Acácio [und]","PRT","01/07/1976",39.5,-8
"Joaquin [und]","ESP","18/12/1976",40,-4
"Joaquin [und]","FRA","23/12/1976",46,2
"Luis Carlos Rezende Rodriguez","ESP","18/12/1976",40,-4
"Luis Carlos Rezende Rodriguez","FRA","23/12/1976",46,2
"Roberto Principe de Las Casas","PRT","11/11/1976",39.5,-8
"Francisco Knopfli","PRT","28/11/1976",39.5,-8
"Luis Moita","PRT","20/11/1976",39.5,-8
"Altair Lucchesi Campos","PRT","20/11/1976",39.5,-8
"Mauro 'Maurinho' [und]","PRT","20/11/1976",39.5,-8
"Clarice Galvão de Figueiredo","PRT","20/11/1976",39.5,-8
"Nelson Chaves dos Santos","PRT","20/11/1976",39.5,-8
"Alfredo Helio Sirkis","PRT","20/11/1976",39.5,-8
"Lila Dulce Galvão de Figueiredo","PRT","20/11/1976",39.5,-8
"Angela [und]","PRT","20/11/1976",39.5,-8
"Augusto Boal","PRT","07/01/1977",39.5,-8
"Fernando Lopes Graça","PRT","21/12/1976",39.5,-8
"Vasco da Gama Fernandes","PRT","21/12/1976",39.5,-8
"Carlos Brito","PRT","21/12/1976",39.5,-8
"Virginia de Moura","PRT","08/01/1977",39.5,-8
"Manuela Araujo","PRT","08/01/1977",39.5,-8
"Fernando Andrade","PRT","21/12/1976",39.5,-8
"Hélio Cintra","PRT","29/12/1976",39.5,-8
"Ronaldo Fratti","PRT","28/12/1976",39.5,-8
"Paula Santos","PRT","20/12/1976",39.5,-8
"Francisca Pereira","PRT","07/12/1976",39.5,-8
"Ladislas Dowbor","PRT","23/12/1976",39.5,-8
"Carlos Candal","PRT","11/01/1977",39.5,-8
"Macaísta Malheiros","PRT","11/01/1977",39.5,-8
"A. Silva Graça","PRT","11/01/1977",39.5,-8
"Alberto Conrado","URY","19/12/1976",-33,-56
"Desconhecido [ver observações especiais]","URY","19/12/1976",-33,-56
"Cândido da Costa Aragão","PRT","19/12/1976",39.5,-8
"Moema Correia San Thiago","PRT","09/01/1977",39.5,-8
"Nelson Chaves dos Santos","PRT","09/01/1977",39.5,-8
"Domingos Fernandes","PRT","09/01/1977",39.5,-8
"Almir Dutton Ferreira","PRT","09/01/1977",39.5,-8
"Altair Lucchesi Campos","PRT","09/01/1977",39.5,-8
"Cristina [und]","PRT","09/01/1977",39.5,-8
"Lila Dulce Galvão de Figueiredo","PRT","09/01/1977",39.5,-8
"Péricles [und]","PRT","09/01/1977",39.5,-8
"Lourivaldo Nunes Dourado","PRT","09/01/1977",39.5,-8
"Jairo josé de Carvalho","PRT","09/01/1977",39.5,-8
"Desconhecido [ver observações especiais]","PRT","09/01/1977",39.5,-8
"Miguel Arraes","PRT","11/01/1977",39.5,-8
"Blasco Hugo Fernandes","PRT","14/01/1977",39.5,-8
"Casimiro de Brito","PRT","14/01/1977",39.5,-8
"Eduardo Jacques","PRT","14/01/1977",39.5,-8
"Fernando Luso Soares","PRT","14/01/1977",39.5,-8
"Ivo Madeira Nobre","PRT","14/01/1977",39.5,-8
"Luís Suarez","PRT","14/01/1977",39.5,-8
"Maria Júlia Mesquita","PRT","14/01/1977",39.5,-8
"Luis Francisco Rebello","PRT","14/01/1977",39.5,-8
"Orlando Silva Santos","PRT","14/01/1977",39.5,-8
"Carlos Figueiredo de Sá","PRT","08/12/1976",39.5,-8
"Cândido da Costa Aragão","PRT","11/01/1977",39.5,-8
"Jean Colpin","PRT","14/01/1977",39.5,-8
"Charles Barontini","PRT","14/01/1977",39.5,-8
"Fernando Blanqui Teixeira","PRT","14/01/1977",39.5,-8
"Albano Nunes","PRT","14/01/1977",39.5,-8
"Rui Silva","PRT","14/01/1977",39.5,-8
"Manuela Silva","PRT","14/01/1977",39.5,-8
"Álvaro Cunhal","PRT","14/01/1977",39.5,-8
"Ieda [und]","PRT","02/12/1976",39.5,-8
"Hilda Fadiga de Andrade","PRT","02/12/1976",39.5,-8
"Oliveira [pnd]","PRT","10/01/1977",39.5,-8
"Cândido da Costa Aragão","FRA","14/01/1977",46,2
"Carlos Galeão Camacho","FRA","14/01/1977",46,2
"Fernando Perrone","PRT","10/01/1977",39.5,-8
"Gualter Basílio","SUN","14/01/1977",NA,NA
"Carlos Carvalhas","SUN","14/01/1977",NA,NA
"Joaquim Sampaio","SUN","14/01/1977",NA,NA
"Lurdes Silva","SUN","14/01/1977",NA,NA
"Amândio Silva","SUN","14/01/1977",NA,NA
"Carlos Barata","SUN","14/01/1977",NA,NA
"Hernâni Padilha","SUN","14/01/1977",NA,NA
"José Luis Judas","PRT","30/01/1977",39.5,-8
"Kalidás Barreto","PRT","30/01/1977",39.5,-8
"Alvaro Fernandes Rana","PRT","30/01/1977",39.5,-8
"Alice Carvalho Noruegas da Rocha","PRT","30/01/1977",39.5,-8
"Joaquim Mendes dos Santos Calhau","PRT","30/01/1977",39.5,-8
"Manuel Antonio Teixeira de Freitas","PRT","30/01/1977",39.5,-8
"Manuel Correia Lopes","PRT","30/01/1977",39.5,-8
"Armando Teixeira da Silva","PRT","30/01/1977",39.5,-8
"José Antonio Santana Costa","PRT","30/01/1977",39.5,-8
"José Ernesto Ribeiro Cartaxo","PRT","30/01/1977",39.5,-8
"Gualdino Cardoso de Oliveira Reis","PRT","30/01/1977",39.5,-8
"Carlos Antonio de Carvalho","PRT","30/01/1977",39.5,-8
"Manuel Carvalho da Silva","PRT","30/01/1977",39.5,-8
"Antonio Rosas","PRT","30/01/1977",39.5,-8
"José Alberto Valério Dinis","PRT","30/01/1977",39.5,-8
"Ruben Pacheco de Matos Rolo","PRT","30/01/1977",39.5,-8
"Maria do Carmo Carvalho Tavares Gonçalves Rosa","PRT","30/01/1977",39.5,-8
"Antonio Gaspar dos Ramos","PRT","30/01/1977",39.5,-8
"José Antonio Fernandes de Souza","PRT","30/01/1977",39.5,-8
"Rogério Dias dos Santos Torres","PRT","30/01/1977",39.5,-8
"José Antonio Sequeira da Encarnação","PRT","30/01/1977",39.5,-8
"João Manuel Oliveira Ribeiro","PRT","30/01/1977",39.5,-8
"José Manuel Gonçalves Pereira","PRT","30/01/1977",39.5,-8
"Antero Martins Pinto Guimarães","PRT","30/01/1977",39.5,-8
"Antonio Herculano Ferreira Jorge","PRT","30/01/1977",39.5,-8
"Custódio da Silva Ferreira","PRT","30/01/1977",39.5,-8
"João Maria Pacheco Gonçalves","PRT","30/01/1977",39.5,-8
"Valdemar Rodrigues Henriques","PRT","30/01/1977",39.5,-8
"Belmiro dos Santos Alves","PRT","30/01/1977",39.5,-8
"José da Silva Gonçalves","PRT","30/01/1977",39.5,-8
"João Gonçalves","PRT","30/01/1977",39.5,-8
"Diamantino Antonio dos Santos Alturas","PRT","30/01/1977",39.5,-8
"Maria Emília Reis Castro","PRT","30/01/1977",39.5,-8
"Antonio Cavaca Calarrão","PRT","30/01/1977",39.5,-8
"Francisco Paulo de Silva Borges","PRT","30/01/1977",39.5,-8
"José Manuel Tangarrinha","CZS","13/01/1977",NA,NA
"Blasco Hugo Fernandes","CZS","23/01/1977",NA,NA
"Fernando Piteira Santos","PRT","31/01/1977",39.5,-8
"Antonio Gaspar dos Ramos","PRT","31/01/1977",39.5,-8
"Macaísta Malheiros","PRT","31/01/1977",39.5,-8
"Maia Cadete","PRT","31/01/1977",39.5,-8
"José Ernesto Ribeiro Cartaxo","PRT","31/01/1977",39.5,-8
"Vasco Cal","PRT","31/01/1977",39.5,-8
"Silas Cerqueira","PRT","31/01/1977",39.5,-8
"Luis Diamantino de Matos","PRT","31/01/1977",39.5,-8
"Sampaio","PRT","31/01/1977",39.5,-8
"Luiz Azevedo","PRT","27/01/1977",39.5,-8
"Amarino Sabino","PRT","27/01/1977",39.5,-8
"Macaísta Malheiros","PRT","27/01/1977",39.5,-8
"Domingos Lopes","PRT","27/01/1977",39.5,-8
"Cândido da Costa Aragão","FRA","15/01/1977",46,2
"Cândido da Costa Aragão","PRT","18/01/1977",39.5,-8
"Carlos Galeão Camacho","FRA","15/01/1977",46,2
"Carlos Galeão Camacho","PRT","18/01/1977",39.5,-8
"Zilah Branco","PRT","03/02/1977",39.5,-8
"Cândido da Costa Aragão","FRA","15/01/1977",46,2
"Cândido da Costa Aragão","PRT","18/01/1977",39.5,-8
"Derly José de Carvalho Campos","FRA","15/01/1977",46,2
"Apolônio de Carvalho","FRA","15/01/1977",46,2
"José Ferreira Cardoso","FRA","15/01/1977",46,2
"Cândido da Costa Aragão","FRA","15/01/1977",46,2
"Cândido da Costa Aragão","PRT","18/01/1977",39.5,-8
"José Ferreira Cardoso","FRA","16/01/1977",46,2
"Derly José de Carvalho Campos","FRA","15/01/1977",46,2
"Cândido da Costa Aragão","FRA","15/01/1977",46,2
"Apolônio de Carvalho","FRA","16/01/1977",46,2
"Cândido da Costa Aragão","FRA","16/01/1977",46,2
"Cândido da Costa Aragão","FRA","15/01/1977",46,2
"Desconhecido [ver observações especiais]","FRA","17/01/1977",46,2
